2193;vdigital;Thu Jan 24 05:10:13 CST 2008;Bug with no ref (and maybe 663): Currently if the "Search in subcategories" checkbox was unselected, all existing categories and elements were duplicated.
Cause: Wrong comparison between fileserver directory list and already known files in tables.

Resolution: keeping only the selected directory from the file server directory list in such cases,
if that one is still allocated.;0;2;0
2194;mathiasm;Fri Jan 25 04:52:22 CST 2008;Create release 1.7.1 from branch 1.7 r2193;1;0;0
2195;mathiasm;Fri Jan 25 05:00:34 CST 2008;New version 1.7.1 hard coded

Stable release requires modifications: don't show version and generation time in footer, don't check the upgrade feed, don't die on sql errors.;0;2;0
2196;mathiasm;Fri Jan 25 05:27:09 CST 2008;New version 1.7.1 hard coded

Stable release requires modifications: don't show version and generation time in footer, don't check the upgrade feed, don't die on sql errors.

Missed version update in tools/create_listing_file.php;0;1;0
2197;mathiasm;Fri Jan 25 06:00:56 CST 2008;Fixed some inconsistencies in folder management;0;1;0
2198;rub;Sun Jan 27 16:35:49 CST 2008;Resolved issue 0000794: Avoid to change create_listing_file.php on each version
Resolved issue 0000795: In create_listing_file.php, it's not safe mode but set_time_limit is disabled
;1;1;0
2199;rub;Sun Jan 27 16:37:59 CST 2008;Resolved issue 0000794: Avoid to change create_listing_file.php on each version
Resolved issue 0000795: In create_listing_file.php, it's not safe mode but set_time_limit is disabled

Merge branch-1_7 2197:2198 into BSF;1;1;0
2200;mathiasm;Mon Jan 28 05:01:32 CST 2008;update release script to avoid the ../ warning in zip
added md5sum in the script;0;1;0
